2025-04-14 13:47:15,970 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-04-14 13:47:16,110 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-04-14 13:47:16,111 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-04-14 13:47:16,112 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-04-14 13:47:16,135 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-04-14 13:47:16,136 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-04-14 13:47:16,137 INFO  SwAddin.cs: 201 - Setting up command manager
2025-04-14 13:47:16,137 INFO  SwAddin.cs: 204 - Adding command manager
2025-04-14 13:47:16,149 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-04-14 13:47:16,169 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-04-14 13:47:16,169 INFO  SwAddin.cs: 210 - Adding event handlers
2025-04-14 13:47:16,270 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-04-14 13:49:02,605 INFO  SwAddin.cs: 294 - Assembly export called for file ¾î¼Àºí¸®1
2025-04-14 13:49:02,607 INFO  SwAddin.cs: 299 - Save is required
2025-04-14 13:49:02,607 INFO  SwAddin.cs: 313 - Saving assembly
2025-04-14 13:49:02,608 INFO  SwAddin.cs: 316 - Opening property manager
2025-04-14 13:49:02,618 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ¾î¼Àºí¸®1
2025-04-14 13:49:02,648 INFO  ExportHelperExtension.cs: 1136 - Found 23 in ¾î¼Àºí¸®1
2025-04-14 13:49:02,648 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in ¾î¼Àºí¸®1
2025-04-14 13:49:02,649 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-04-14 13:49:02,649 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-04-14 13:49:02,650 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from basket.step-1
2025-04-14 13:49:02,650 INFO  ExportHelperExtension.cs: 1136 - Found 24 in basket.step-1
2025-04-14 13:49:02,650 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in basket.step-1
2025-04-14 13:49:02,651 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ¾î¼Àºí¸®1
2025-04-14 13:49:02,651 INFO  ExportHelperExtension.cs: 1136 - Found 23 in ¾î¼Àºí¸®1
2025-04-14 13:49:02,651 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ¾î¼Àºí¸®1
2025-04-14 13:49:02,651 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-04-14 13:49:02,652 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-04-14 13:49:02,652 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from basket.step-1
2025-04-14 13:49:02,652 INFO  ExportHelperExtension.cs: 1136 - Found 24 in basket.step-1
2025-04-14 13:49:02,652 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in basket.step-1
2025-04-14 13:49:03,137 INFO  SwAddin.cs: 339 - Loading config tree
2025-04-14 13:49:03,141 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-04-14 13:49:03,145 INFO  SwAddin.cs: 344 - Showing property manager
2025-04-14 13:49:21,939 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2025-04-14 13:49:21,965 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-04-14 13:50:25,510 INFO  SwAddin.cs: 294 - Assembly export called for file ¾î¼Àºí¸®1
2025-04-14 13:50:25,510 INFO  SwAddin.cs: 299 - Save is required
2025-04-14 13:50:25,511 INFO  SwAddin.cs: 313 - Saving assembly
2025-04-14 13:50:25,511 INFO  SwAddin.cs: 316 - Opening property manager
2025-04-14 13:50:25,511 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ¾î¼Àºí¸®1
2025-04-14 13:50:25,512 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ¾î¼Àºí¸®1
2025-04-14 13:50:25,512 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in ¾î¼Àºí¸®1
2025-04-14 13:50:25,512 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-04-14 13:50:25,512 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-04-14 13:50:25,513 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from basket.step-1
2025-04-14 13:50:25,513 INFO  ExportHelperExtension.cs: 1136 - Found 24 in basket.step-1
2025-04-14 13:50:25,513 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in basket.step-1
2025-04-14 13:50:25,513 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from ¾î¼Àºí¸®1
2025-04-14 13:50:25,514 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ¾î¼Àºí¸®1
2025-04-14 13:50:25,514 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in ¾î¼Àºí¸®1
2025-04-14 13:50:25,514 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-04-14 13:50:25,514 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-04-14 13:50:25,514 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from basket.step-1
2025-04-14 13:50:25,515 INFO  ExportHelperExtension.cs: 1136 - Found 24 in basket.step-1
2025-04-14 13:50:25,515 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in basket.step-1
2025-04-14 13:50:25,615 INFO  SwAddin.cs: 339 - Loading config tree
2025-04-14 13:50:25,616 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-04-14 13:50:25,617 INFO  SwAddin.cs: 344 - Showing property manager
2025-04-14 13:50:28,047 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-04-14 13:50:42,581 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2025-04-14 13:50:47,372 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2025-04-14 13:50:47,898 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ¾î¼Àºí¸®1
2025-04-14 13:50:47,925 INFO  ExportHelperExtension.cs: 1136 - Found 26 in ¾î¼Àºí¸®1
2025-04-14 13:50:47,926 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in ¾î¼Àºí¸®1
2025-04-14 13:50:47,927 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-04-14 13:50:47,927 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-04-14 13:50:47,927 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from basket.step-1
2025-04-14 13:50:47,928 INFO  ExportHelperExtension.cs: 1136 - Found 24 in basket.step-1
2025-04-14 13:50:47,928 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in basket.step-1
