Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.249230495450032,0.0678559941684953,0.93360518628555,0,0,0,22635.0080369144,8277.98773703151,128.677868532024,-121.838849431614,126024.72401148,147.040853396298,127832.021108156,0,0,0,0,0,0,package://Assem1.STEP/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://Assem1.STEP/meshes/base_link.STL,,cylinder end^Assem1.STEP-1;link 10080^Assem1.STEP-1;link 10080^Assem1.STEP-2;link 3^Assem1.STEP-1;link 3^Assem1.STEP-2;link 3^Assem1.STEP-3;link 3^Assem1.STEP-4;link 10080^Assem1.STEP-3;link 10080^Assem1.STEP-4;link 3^Assem1.STEP-5;link 3^Assem1.STEP-6;small link^Assem1.STEP-1;small link^Assem1.STEP-2;small link^Assem1.STEP-3;small link^Assem1.STEP-4;nozzle^Assem1.STEP-1;WEDGE BLOCK PLATE^Assem1.STEP-4;WEDGE BLOCK PLATE^Assem1.STEP-3;WEDGE BLOCK PLATE^Assem1.STEP-2;WEDGE BLOCK^Assem1.STEP-4;WEDGE BLOCK^Assem1.STEP-3;WEDGE BLOCK^Assem1.STEP-2;WEDGE BLOCK PLATE^Assem1.STEP-1;WEDGE BLOCK^Assem1.STEP-1;CAM^Assem1.STEP-8;CAM^Assem1.STEP-7;CAM^Assem1.STEP-6;CAM^Assem1.STEP-5;CAM^Assem1.STEP-4;CAM^Assem1.STEP-3;CAM^Assem1.STEP-2;CAM HOLDER^Assem1.STEP-8;CAM HOLDER^Assem1.STEP-7;CAM HOLDER^Assem1.STEP-6;CAM HOLDER^Assem1.STEP-5;CAM HOLDER^Assem1.STEP-4;CAM HOLDER^Assem1.STEP-3;CAM HOLDER^Assem1.STEP-2;GUIDE PILLER^Assem1.STEP-4;GUIDE PILLER^Assem1.STEP-3;GUIDE PILLER^Assem1.STEP-2;GUIDE PILLER^Assem1.STEP-1;CAVITY PLATE^Assem1.STEP-1;CAM HOLDER^Assem1.STEP-1;CAM^Assem1.STEP-1;SPRUE BUSH^Assem1.STEP-1;LOCATING RING^Assem1.STEP-1;TOP PLATE^Assem1.STEP-1;DOOR^Assem1.STEP-2;DOOR^Assem1.STEP-1;frame^Assem1.STEP-1;fixed back^Assem1.STEP-1;fixed platten^Assem1.STEP-1,좌표계1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
molding,1.20877891894546,-9.84661095948525E-06,1.90099997947244,0,0,0,1066.34140420998,298.745276880822,6.70490565298063E-06,-6.70490563854861E-06,205.580537184973,-1.45820368849147E-05,199.367142612277,0,0,0,0,0,0,package://Assem1.STEP/meshes/molding.STL,0.647058823529412,0.517647058823529,0,1,0,0,0,0,0,0,package://Assem1.STEP/meshes/molding.STL,,GUIDE RAIL^Assem1.STEP-6;GUIDE RAIL^Assem1.STEP-7;GUIDE RAIL^Assem1.STEP-8;CAVITY BLOCK 1^Assem1.STEP-1;CAVITY BLOCK 2^Assem1.STEP-1;CAVITY BLOCK 2^Assem1.STEP-2;CAVITY BLOCK 1^Assem1.STEP-2;SUPPORT PLATE^Assem1.STEP-1;BOTTOM PLATE^Assem1.STEP-1;RISER BLOCK^Assem1.STEP-1;RISER BLOCK^Assem1.STEP-2;CORE^Assem1.STEP-1;CORE^Assem1.STEP-2;EJ BACK PLATE^Assem1.STEP-1;EJ PLATE^Assem1.STEP-1;EJ. GUIDE BUSH^Assem1.STEP-1;EJ. GUIDE PILLKER^Assem1.STEP-1;EJ. PIN^Assem1.STEP-1;EJ. PIN^Assem1.STEP-2;EJ. PIN^Assem1.STEP-3;EJ. PIN^Assem1.STEP-4;EJ. PIN^Assem1.STEP-5;EJ. PIN^Assem1.STEP-6;EJ. PIN^Assem1.STEP-7;EJ. PIN^Assem1.STEP-8;EJ. GUIDE BUSH^Assem1.STEP-2;EJ. GUIDE BUSH^Assem1.STEP-3;EJ. GUIDE BUSH^Assem1.STEP-4;EJ. GUIDE PILLKER^Assem1.STEP-2;EJ. GUIDE PILLKER^Assem1.STEP-3;EJ. GUIDE PILLKER^Assem1.STEP-4;SUPPORT ROD^Assem1.STEP-1;SUPPORT ROD^Assem1.STEP-2;SUPPORT ROD^Assem1.STEP-3;SUPPORT ROD^Assem1.STEP-4;SUPPORT ROD^Assem1.STEP-5;SUPPORT ROD^Assem1.STEP-6;SUPPORT ROD^Assem1.STEP-7;SUPPORT ROD^Assem1.STEP-8;SUPPORT ROD^Assem1.STEP-9;SUPPORT ROD^Assem1.STEP-10;SUPPORT ROD^Assem1.STEP-11;GUIDE RAIL^Assem1.STEP-5;GUIDE RAIL^Assem1.STEP-3;GUIDE RAIL^Assem1.STEP-4;GUIDE RAIL^Assem1.STEP-2;GUIDE BUSH^Assem1.STEP-4;GUIDE BUSH^Assem1.STEP-3;GUIDE BUSH^Assem1.STEP-2;GUIDE RAIL^Assem1.STEP-1;GUIDE BUSH^Assem1.STEP-1;CORE PLATE^Assem1.STEP-1;moving platten.STEP-1,좌표계1,기준축2,joint1,prismatic,0,0,0,0,0,0,base_link,1,0,0,0,0,0,0,,,,,,,,
