2025-04-08 03:53:47,088 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-04-08 03:53:47,108 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-04-08 03:53:47,109 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-04-08 03:53:47,109 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-04-08 03:53:47,138 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-04-08 03:53:47,138 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-04-08 03:53:47,139 INFO  SwAddin.cs: 201 - Setting up command manager
2025-04-08 03:53:47,140 INFO  SwAddin.cs: 204 - Adding command manager
2025-04-08 03:53:47,141 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-04-08 03:53:47,142 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-04-08 03:53:47,143 INFO  SwAddin.cs: 210 - Adding event handlers
2025-04-08 03:53:47,252 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-04-08 03:54:47,718 INFO  SwAddin.cs: 294 - Assembly export called for file ¾î¼Àºí¸®1
2025-04-08 03:54:47,719 INFO  SwAddin.cs: 299 - Save is required
2025-04-08 03:54:47,720 INFO  SwAddin.cs: 313 - Saving assembly
2025-04-08 03:54:47,720 INFO  SwAddin.cs: 316 - Opening property manager
2025-04-08 03:54:47,727 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from ¾î¼Àºí¸®1
2025-04-08 03:54:47,758 INFO  ExportHelperExtension.cs: 1136 - Found 25 in ¾î¼Àºí¸®1
2025-04-08 03:54:47,759 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in ¾î¼Àºí¸®1
2025-04-08 03:54:47,759 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-04-08 03:54:47,760 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2025-04-08 03:54:47,761 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from basket_color.step-1
2025-04-08 03:54:47,761 INFO  ExportHelperExtension.cs: 1136 - Found 24 in basket_color.step-1
2025-04-08 03:54:47,761 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in basket_color.step-1
