Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,9.9316502983942E-11,0.000499762388627282,1.54886459643718,0,0,0,242.808902225848,31.9357353688436,8.8980475068683E-10,2.25602329396431E-08,83.3270098882447,0.518156477690593,59.4959712901943,0,0,0,0,0,0,package://lack/meshes/base_link.STL,0.0352941176470588,0.341176470588235,0,1,0,0,0,0,0,0,package://lack/meshes/base_link.STL,,PALLET RACK UPRIGHT_MULTIFIG-1;PALLET RACK UPRIGHT_MULTIFIG-2;PALLET RACK BEAM_MULTIFIG-1;PALLET RACK BEAM_MULTIFIG-7;PALLET RACK WIRE SHELF_MULTIFIG-1;PALLET RACK WIRE SHELF_MULTIFIG-5;PALLET RACK BEAM_MULTIFIG-18;PALLET RACK WIRE SHELF_MULTIFIG-16;PALLET RACK BEAM_MULTIFIG-19;PALLET RACK WIRE SHELF_MULTIFIG-17;PALLET RACK WIRE SHELF_MULTIFIG-18;PALLET RACK BEAM_MULTIFIG-20;PALLET RACK BEAM_MULTIFIG-21;PALLET RACK WIRE SHELF_MULTIFIG-19,좌표계1,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
